	id	aspect	direct	factual	opinion	comp	question	dataset
2114	22556	0	0	8	8	1	What is the best time of day to have sex?	q
2115	22557	0	0	0	1	1	What is the best time to visit meghalaya?	q
2116	22558	0	0	8	8	1	What is the best time to watch porn?	q
2117	22559	0	0	8	8	1	What is the best torrent site for movies?	q
2118	22560	0	0	8	8	1	What is the best torrent site for TV series and episodes?	q
2119	22561	0	0	8	8	1	What is the best tourist place in world?	q
2120	22562	1	0	8	8	1	What is the best university abroad for doing a MS in civil engineering?	q
2121	22563	0	0	8	8	1	What is the best university in Ukraine?	q
2122	22564	0	0	0	1	1	What is the best URL shortener?	q
2123	22565	0	0	8	8	1	What is the best use of a song during a movie or tv show scene?	q
2124	22566	0	0	8	8	1	What is the best vacation spot in Cuba?	q
2125	22567	1	0	8	8	1	What is the best video format to use for YouTube?	q
2126	22568	0	0	8	8	1	What is the best VR for Samsung Galaxy J7 Prime?	q
2127	22569	0	0	8	8	1	What is the best Washing machine brand, in India?	q
2128	22570	0	0	0	1	1	What is the best watching zone in an iMAX screen set in the theatre?	q
2129	22571	0	0	0	1	1	What is the best way (according to you) to have an estimate of one's intelligence?	q
2130	22572	0	0	8	8	1	What is the best way a University student can cope with stress regarding study ?	q
2131	22573	1	0	0	0	1	What is the best way and right age to introduce chess to a child?	q
2132	22574	1	0	0	1	1	What is the best way for a new CEO of a tech startup to approach & develop mentors in the funding & startup community?	q
2133	22575	1	0	0	0	1	What is the best way for an unexperienced person to start a business without any risk?	q
2134	22576	0	0	8	8	1	What is the best way for making money online?	q
2135	22577	0	0	8	8	1	What is the best way of getting pregnant during ovulation?	q
2136	22578	0	0	8	8	1	What is the best way of learning the American accent?	q
2137	22579	0	0	8	8	1	What is the best way the government of India should follow to get back black money?	q
2138	22580	0	0	0	1	1	What is the best way to add your websites backlinks in 2014?	q
2139	22581	0	0	8	8	1	What is the best way to anchor a steel bookcase to a wall?	q
2140	22582	0	0	8	8	1	What is the best way to ask out a coworker?	q
2141	22583	0	0	8	8	1	What is the best way to avoid questions needing improvement on Quora?	q
2142	22584	0	0	8	8	1	What is the best way to be in a calorie deficit and lose weight successfully?	q
2143	22585	0	0	8	8	1	What is the best way to beat frustration?	q
2144	22586	0	0	8	8	1	What is the best way to become more charismatic?	q
2145	22587	0	0	8	8	1	What is the best way to celebrate this Diwali?	q
2146	22588	0	0	8	8	1	What is the best way to charge an iPhone?	q
2147	22589	0	0	8	8	1	What is the best way to clean an engine?	q
2148	22590	0	0	8	8	1	What is the best way to connect map pins?	q
2149	22591	0	0	0	0	1	What is the best way to control our emotions?	q
2150	22592	0	0	8	8	1	What is the best way to cure a diarrhea case that was lasted over a week?	q
2151	22593	0	0	0	0	1	What is the best way to deal with a boss?	q
2152	22594	0	0	8	8	1	What is the best way to deal with smart-asses?	q
2153	22595	0	0	8	8	1	What is the best way to decide my career?	q
2154	22596	0	0	0	1	1	What is the best way to define happiness?	q
2155	22597	0	0	8	8	1	What is the best way to delete a virus?	q
2156	22598	0	0	8	8	1	What is the best way to earn money through online?	q
2157	22599	0	0	0	0	1	What is the best way to extract subtitles out of a YouTube video?	q
2158	22600	0	0	0	1	1	What is the best way to find a job in China as an expat?	q
2159	22601	0	0	8	8	1	What is the best way to get a job in customer service?	q
2160	22602	0	0	8	8	1	What is the best way to get a military star card?	q
2161	22603	8	0	8	8	1	What is the best way to get an orgasm?	q
2162	22604	0	0	0	0	1	What is the best way to get help?	q
2163	22605	0	0	0	0	1	What is the best way to get over depression without professional help?	q
2164	22606	0	0	8	8	1	What is the best way to get rid of face fat?	q
2165	22607	0	0	8	8	1	What is the best way to get started in learning electrical engineering?	q
2166	22608	0	0	8	8	1	What is the best way to give a PowerPoint presentation?	q
2167	22609	0	0	8	8	1	What is the best way to hack using cmd?	q
2168	22610	0	0	8	8	1	What is the best way to handle a heart break?	q
2169	22611	0	0	8	8	1	What is the best way to improve your web development skills?	q
2170	22612	0	0	8	8	1	What is the best way to increase endurance?	q
2171	22613	0	0	0	0	1	What is the best way to introduce 11 year-olds to programming?	q
2172	22614	0	0	8	8	1	What is the best way to learn Adobe Photoshop and Illustrator, and why?	q
2173	22615	0	0	8	8	1	What is the best way to learn calculus?	q
2174	22616	0	0	8	8	1	What is the best way to learn computer language?	q
2175	22617	0	0	8	8	1	What is the best way to learn English as a foreign?	q
2176	22618	0	0	8	8	1	What is the best way to learn how to hack (whitehat)?	q
2177	22619	0	0	8	8	1	What is the best way to learn JavaScript?	q
2178	22620	0	0	8	8	1	What is the best way to learn marketing online?	q
2179	22621	0	0	8	8	1	What is the best way to learn to do financial modelling?	q
2180	22622	0	0	8	8	1	What is the best way to lose belly fat? (workout, natural remedies and pills)	q
2181	22623	0	0	0	0	1	What is the best way to lose weight and not gain it back?	q
2182	22624	0	0	8	8	1	What is the best way to make an Android app for my website?	q
2183	22625	0	0	8	8	1	What is the best way to make extra money?	q
2184	22626	0	0	8	8	1	What is the best way to make man happy?	q
2185	22627	0	0	0	1	1	What is the best way to make money as a student in Canada?	q
2186	22628	0	0	8	8	1	What is the best way to make money fast?	q
2187	22629	0	0	8	8	1	What is the best way to make money through Android apps in India?	q
2188	22630	0	0	0	1	1	What is the best way to make money while studying in Europe?	q
2189	22631	0	0	8	8	1	What is the best way to market an online ecommerce website selling video games?	q
2190	22632	0	0	8	8	1	What is the best way to memorize or remember what you study/read?	q
2191	22633	0	0	8	8	1	What is the best way to minimize tension?	q
2192	22634	0	0	8	8	1	What is the best way to open a .doc file?	q
2193	22635	8	0	8	8	1	What is the best way to overcome an porn addiction?	q
2194	22636	0	0	8	8	1	What is the best way to pick lottery numbers?	q
2195	22637	0	0	8	8	1	What is the best way to prepare for CA final ISCA?	q
2196	22638	0	0	8	8	1	What is the best way to prepare for CA final law and audit?	q
2197	22639	0	0	8	8	1	What is the best way to prepare optics for CBSE class 12 boards?	q
2198	22640	0	0	0	1	1	What is the best way to progress in life?	q
2199	22641	0	0	0	1	1	What is the best way to quit my job?	q
2200	22642	0	0	8	8	1	What is the best way to read the CSV data from an URL and storing the feed in the MongoDB using Python?	q
2201	22643	0	0	8	8	1	What is the best way to relax sore muscles?	q
2202	22644	0	0	8	8	1	What is the best way to remember?	q
2203	22645	0	0	0	1	1	What is the best way to remove glue from a keyhole?	q
2204	22646	8	0	0	0	1	What is the best way to remove vagina hair neatly?	q
2205	22647	0	0	8	8	1	What is the best way to reset a Netgear router?	q
2206	22648	0	0	8	8	1	What is the best way to save, store and organize digital photos?	q
2207	22649	0	0	8	8	1	"What is the best way to say ""Thank you""?"	q
2208	22650	0	0	8	8	1	What is the best way to scan a document into a computer?	q
2209	22651	0	0	0	0	1	What is the best way to sell a domain name?	q
2210	22652	0	0	0	1	1	What is the best way to send money from Australia to the Philippines?	q
2211	22653	0	0	8	8	1	What is the best way to spend a weekend in Mumbai?	q
2212	22654	0	0	8	8	1	What is the best way to start a conversation with a girl in a college?	q
2213	22655	0	0	0	0	1	What is the best way to stay young after 50?	q
2214	22656	0	0	8	8	1	What is the best way to study for C.A. exams?	q
2215	22657	0	0	8	8	1	What is the best way to succeed in Clash of Clans?	q
2216	22658	0	0	8	8	1	What is the best way to sweep someone off their feet?	q
2217	22659	0	0	8	8	1	What is the best way to throw a party?	q
2218	22660	0	0	8	8	1	What is the best way to to make money?	q
2219	22661	0	0	8	8	1	What is the best way to track your mobile via IMEI in India?	q
2220	22662	0	0	8	8	1	What is the best way to treat the flu?	q
2221	22663	0	0	8	8	1	What is the best way to unlock smartphone?	q
2222	22664	0	0	0	0	1	What is the best way to use tinder?	q
2223	22665	0	0	0	1	1	What is the best way to write algorithms?	q
2224	22666	0	0	8	8	1	What is the best website design company?	q
2225	22667	0	0	0	1	1	What is the best website for consumer product reviews?	q
2226	22668	0	0	8	8	1	What is the best website or place to start blogging?	q
2227	22669	0	0	8	8	1	What is the best weight loss method?	q
2228	22670	0	0	8	8	1	What is the best weight loss supplements for womens?	q
2229	22671	1	0	8	8	1	What is web scraping and is Python the best language to use for this?	q
2230	22672	0	0	8	8	1	What is, in your opinion, the best book cover ever?	q
2231	22673	1	0	8	8	1	What marinades are the best for tenderizing pork chops?	q
2232	22674	0	0	8	8	1	"What should be the best reply to the interview question ""What is your professional development plan""?"	q
2233	22675	0	0	8	8	1	What should be the best resume title for b.tech fresher in electronics and communication?	q
2234	22676	1	0	8	8	1	What sites are the best to watch English movies?	q
2235	22677	1	0	0	1	1	What smart watch would be the best for people who are active, want a good looking watch, and has a good software?	q
2236	22678	1	0	8	8	1	What three websites have the best user experiences?	q
2237	22679	0	0	0	0	1	What was the best advice you've ever received?	q
2238	22680	0	0	8	8	1	What was the best episode of Friends?	q
2239	22681	0	0	8	8	1	What were the best movies of 2015? Why?	q
2240	22682	0	0	0	1	1	"What will be the best answer for ""Why do you want to leave your current organization ?"""	q
2241	22683	0	0	8	8	1	What will be the best SEO strategies?	q
2242	22684	0	0	8	8	1	What will be the best thing to loose weight? I have thyroid due to which I have severe backaches, and I am not able to workout more.	q
2243	22685	0	0	8	8	1	What would be the best heating and air unit to put in a trailer , 16 x 80	q
2244	22686	0	0	8	8	1	What would be the best way to control anger?	q
2245	22687	0	0	8	8	1	What would be the best way to use Facebook usefully?	q
2246	22688	0	0	8	8	1	What's the best age to lose virginity for a woman?	q
2247	22689	0	0	8	8	1	What's the best car for a realtor under 5k?	q
2248	22690	1	0	8	8	1	What's the best case scenario for peace between Israel and Palestine in the next decade?	q
2249	22691	0	0	8	8	1	What's the best cell phone carrier?	q
2250	22692	0	0	8	8	1	What's the best coffee?	q
2251	22693	0	0	0	1	1	What's the Best Drink You've Ever Had?	q
2252	22694	1	0	8	8	1	What's the best economics textbook for self-study?	q
2253	22695	0	0	0	1	1	What's the best fantasy book?	q
2254	22696	0	0	8	8	1	What's the best field to build and sell a business in?	q
2255	22697	0	0	8	8	1	What's the best laptop I can buy as a CS student?	q
2256	22698	0	0	8	8	1	What's the best Linux operating System distro for beginners?	q
2257	22699	0	0	0	0	1	What's the best method to get meth out of your system?	q
2258	22700	0	0	8	8	1	What's the best method to lucid dreaming?	q
2259	22701	0	0	8	8	1	What's the best mistake you've ever made?	q
2260	22702	0	0	8	8	1	What's the best pickup line you have heard?	q
2261	22703	0	0	8	8	1	What's the best processor?	q
2262	22704	1	0	8	8	1	What's the best programming language for developing websites?	q
2263	22705	0	0	0	0	1	What's the best real life karma you've ever seen/experienced?	q
2264	22706	0	0	8	8	1	What's the best rooftop bar in the Mission?	q
2265	22707	0	0	8	8	1	What's the best small business CRM solution for inside sales and WHY?	q
2266	22708	0	0	0	1	1	What's the best story about Egypt?	q
2267	22709	0	0	8	8	1	What's the best thing you've ever read on Quora?	q
2268	22710	0	0	8	8	1	What's the best way to be sure to get into a really good college?	q
2269	22711	0	0	8	8	1	What's the best way to buy a used car?	q
2270	22712	0	0	8	8	1	What's the best way to explain to a young child that their pet will die soon?	q
2271	22713	0	0	8	8	1	What's the best way to gain muscle while losing fat?	q
2272	22714	0	0	8	8	1	What's the best way to get really good at basketball?	q
2273	22715	0	0	0	0	1	What's the best way to hack online games for Android?	q
2274	22716	0	0	8	8	1	What's the best way to have fun?	q
2275	22717	0	0	8	8	1	What's the best way to learn about advertising and marketing?	q
2276	22718	0	0	0	0	1	What's the best way to learn web application development with Java technologies?	q
2277	22719	0	0	0	0	1	What's the best way to overcome social anxiety and gain confidence?	q
2278	22720	0	0	0	0	1	What's the best way to prepare for college?	q
2279	22721	8	0	8	8	1	What's the best way to quit meth?	q
2280	22722	8	0	8	8	1	What's the best way to seduce a woman?	q
2281	22723	0	0	8	8	1	What's the best way to self publish an e-book?	q
2282	22724	0	0	8	8	1	What's the best way to stop procrastination?	q
2283	22725	0	0	8	8	1	What's the best way to write an essay?	q
2284	22726	0	0	8	8	1	What's the best website to meet English-speaking Ukrainian women?	q
2285	22727	0	0	0	1	1	What's the best wireless speaker?	q
2286	22728	0	0	8	8	1	What’s the best way to reduce belly fat?	q
2287	22729	0	0	8	8	1	What’s the best book to read that isn't fiction?	q
2288	22730	0	0	8	8	1	What’s the best whey protein I can take?	q
2289	22731	0	0	8	8	1	When is the best time to buy a plane ticket?	q
2290	22732	0	1	0	1	1	When is the best time to shave - before or after your shower?	q
2291	22733	0	0	8	8	1	Where are the best coworking office space in Bangalore?	q
2292	22734	0	0	8	8	1	Where are the best places to surf on Oahu?	q
2293	22735	1	0	8	8	1	Where can I get the best quality photo booth service in Australia?	q
2294	22736	1	0	8	8	1	Where do we get the best cakes in Mumbai?	q
2295	22737	0	0	8	8	1	Where is the best collage for engineering?	q
2296	22738	0	0	8	8	1	Where is the best coworking culture in Bangalore?	q
2297	22739	0	0	8	8	1	Where is the best hangout cafe in Hyderabad?	q
2298	22740	0	0	8	8	1	Where is the best place in florida to invest in real estate?	q
2299	22741	0	0	8	8	1	Where is the best place to buy decent fruit in the west end of Toronto?	q
2300	22742	0	0	8	8	1	Where is the best place to buy iPhone?	q
2301	22743	0	0	8	8	1	Where is the best place to buy meat in Sydney?	q
2302	22744	0	0	8	8	1	Where is the best place to stay in Kuala Lumpur for a summer?	q
2303	22745	0	0	8	8	1	Where is the best place to take a skyline photo in NYC?	q
2304	22746	0	0	8	8	1	Where is the best US website to buy single malt Scotch online?	q
2305	22747	0	0	8	8	1	Where's the best place for a tattoo virgin to get their first tattoo?	q
2306	22748	0	0	8	8	1	Where's the best place to see fall foliage in the Bay Area?	q
2307	22749	0	0	0	1	1	Which are some of the best blogs?	q
2308	22750	0	0	8	8	1	Which are some of the best dialogues from Hindi television shows?	q
2309	22751	0	0	8	8	1	Which are some of the best news magazines in India?	q
2310	22752	0	0	0	1	1	Which are some of the best places to visit?	q
2311	22753	0	0	8	8	1	Which are the best CA firm for Articleship in India?	q
2312	22754	0	0	8	8	1	Which are the best Christmas movies of all time?	q
2313	22755	0	0	8	8	1	Which are the best classic rock bands?	q
2314	22756	0	0	8	8	1	Which are the best colleges in India for an MSc in physics?	q
2315	22757	0	0	0	1	1	Which are the best colleges in India for IIT astronomy?	q
2316	22758	1	0	8	8	1	Which are the best colleges to study biotechnology?	q
2317	22759	0	0	8	8	1	Which are the best Drug or Alcohol Rehab, Detox and Recovery Program Centers in the Monterey County California area?	q
2318	22760	0	0	0	1	1	Which are the best educational websites which offers educational content for free?educational websites	q
2319	22761	0	0	0	1	1	Which are the best executive MBA programs available in India?	q
2320	22762	0	0	8	8	1	Which are the best frameworks to work on branding, especially for Indian brands?	q
2321	22763	0	0	8	8	1	Which are the best Hollywood movies of all time?	q
2322	22764	0	0	0	1	1	Which are the best MBA colleges in Gwalior?	q
2323	22765	0	0	0	0	1	Which are the best men's colognes to attract women?	q
2324	22766	0	0	8	8	1	Which are the best movies of Hollywood?	q
2325	22767	0	0	8	8	1	Which are the best photo editing apps for Android?	q
2326	22768	0	0	8	8	1	Which are the best places in Goa to visit alone?	q
2327	22769	0	0	8	8	1	Which are the best places to buy sarees in kolkata?	q
2328	22770	0	0	8	8	1	Which are the best real estate and construction companies in Hyderabad?	q
2329	22771	0	0	8	8	1	Which are the best resumes in the world?	q
2330	22772	0	0	8	8	1	Which are the best SAPUI5 training institutes in Hyderabad?	q
2331	22773	0	0	8	8	1	Which are the best songs of Sunidhi Chauhan?	q
2332	22774	0	0	8	8	1	Which are the best tablets in Google?	q
2333	22775	0	0	0	1	1	Which are the best thriller movies in English?	q
2334	22776	1	0	8	8	1	Which are the best universities for engineering in USA?	q
2335	22777	0	0	8	8	1	Which are the best US cites for payments professionals?	q
2336	22778	0	0	8	8	1	Which are the best web testing tool?	q
2337	22779	0	0	0	1	1	Which bank's credit card is the best in India?	q
2338	22780	0	0	8	8	1	Which books are the best for beginners to learn Python 3?	q
2339	22781	1	0	8	8	1	Which building has the best architecture in Malaysia?	q
2340	22782	1	0	8	8	1	Which career is the best for me according to my birth chart and d10 chart?	q
2341	22783	1	0	8	8	1	Which country has the best prices for Rolex watches and how expensive is India to buy Rolex relatively?	q
2342	22784	1	1	0	1	1	Which country is the best to work in? Is it US or Kuwait?	q
2343	22785	1	0	8	8	1	Which dating apps are the best for women who are looking for men? Why?	q
2344	22786	1	0	8	8	1	Which fabric is the best for nightwears?	q
2345	22787	1	0	8	8	1	Which fruit is the best for weight loss?	q
2346	22788	1	0	0	1	1	Which insurance company in India offers the best Protection plan?	q
2347	22789	0	0	8	8	1	Which is best smartphone below 15000?	q
2348	22790	0	0	0	1	1	Which is the best Android smartphone under 10000?	q
2349	22791	0	0	0	1	1	Which is the best answer you have given to any question?	q
2350	22792	1	0	8	8	1	Which is the best app for rooting?	q
2351	22793	0	0	8	8	1	Which is the best bike in in dia to buy in INR 10k?	q
2352	22794	0	0	8	8	1	Which is the best bike in Royal Enfield series?	q
2353	22795	0	0	0	1	1	Which is the best Bollywood movie of 2016?	q
2354	22796	0	0	8	8	1	Which is the best book for Beginners to learn Python?	q
2355	22797	0	0	8	8	1	Which is the best book for building Self Esteem and Confidence?	q
2356	22798	0	0	8	8	1	Which is the best book for core Java?	q
2357	22799	0	0	0	1	1	Which is the best book for data structures and algorithms for beginers?	q
2358	22800	0	0	0	1	1	Which is the best book for entrepreneurship (beginners)?	q
2359	22801	0	0	1	1	1	Which is the best book for learning programming in data structures and algorithms from beginning?	q
2360	22802	0	0	8	8	1	Which is the best book for preparing gate in Instrumentation engineering?	q
2361	22803	0	0	8	8	1	Which is the best book for problem solving for physical chemistry for the JEE?	q
2362	22804	0	0	8	8	1	Which is the best book for the IAS exam preparation?	q
2363	22805	1	0	8	8	1	Which is the best book or magazine for understanding basic economics?	q
2364	22806	0	0	8	8	1	Which is the best book to learn data structures and graphs with Java?	q
2365	22807	0	0	0	1	1	Which is the best book to learn programming for beginners and why?	q
2366	22808	0	0	8	8	1	Which is the best book to learn Python?	q
2367	22809	0	0	8	8	1	Which is the best brand for unflavored whey protein in India?	q
2368	22810	0	0	8	8	1	Which is the best bulk sms service provider in Mangalore?	q
2369	22811	0	0	8	8	1	Which is the best business below 10 lakhs?	q
2370	22812	0	0	0	1	1	Which is the best city in the world to live in?	q
2371	22813	0	0	0	1	1	Which is the best civil engineering coaching class for IES in Delhi?	q
2372	22814	0	0	8	8	1	Which is the best cleaning service company in Australia?	q
2373	22815	0	0	8	8	1	Which is the best coaching centre in nandyala?	q
2374	22816	0	0	8	8	1	Which is the best coaching class for CFA Level 1 in Mumbai?	q
2375	22817	0	0	8	8	1	Which is the best coaching institute for CAT in Delhi?	q
2376	22818	0	0	0	1	1	Which is the best college for aeronautical engineering in india?	q
2377	22819	1	0	0	1	1	Which is the best college or university in Canada for studying masters or PG diploma in electrical engineering?	q
2378	22820	0	0	8	8	1	Which is the best courier company in india?	q
2379	22821	0	0	0	1	1	Which is the best course for IT?	q
2380	22822	0	0	8	8	1	Which is the best course nowadays?	q
2381	22823	1	0	8	8	1	Which is the best Digital marketing Agency in Delhi to Promote your Brand online?	q
2382	22824	0	0	8	8	1	Which is the best digital marketing course?	q
2383	22825	0	0	0	1	1	Which is the best Dubsmash video till date?	q
2384	22826	0	0	0	1	1	Which is the best earphone with deep bass under 1000?	q
2385	22827	1	1	0	1	1	Which is the best eye glasses lens for single vision spherical among crizal, zeiss and swisscoatt?	q
2386	22828	0	0	0	1	1	Which is the Best fashion designing colleges in india?	q
2387	22829	0	0	8	8	1	Which is the best food for kids?	q
2388	22830	1	1	8	8	1	Which is the best format to download and play from 1080p and 720p, Blu-ray, BDrip, or HDrip?	q
2389	22831	0	0	8	8	1	Which is the best free video editor?	q
2390	22832	0	0	0	1	1	Which is the best freeware antivirus?	q
2391	22833	0	0	8	8	1	Which is the best gaiming laptops below 1000$?	q
2392	22834	0	0	8	8	1	Which is the best gaming laptop in 60000 Rs?	q
2393	22835	0	0	8	8	1	Which is the best government job in India and why?	q
2394	22836	0	0	8	8	1	Which is the best hair transplant clinic in Bhubaneswar India?	q
2395	22837	0	0	8	8	1	Which is the best Harry Potter movie?	q
2396	22838	0	0	8	8	1	Which is the best hospital for acl surgery in Delhi?	q
2397	22839	0	0	8	8	1	Which is the best institute for GRE coaching in Kolkata?	q
2398	22840	0	0	8	8	1	Which is the best institute for Hadoop?	q
2399	22841	0	0	0	1	1	Which is the best institute in Pune for CFA certification?	q
2400	22842	1	0	8	8	1	Which is the best institute to learn digital marketing (job oriented) in India?	q
2401	22843	0	1	0	1	1	Which is the best internet connection? wired or wireless and give reason for your choosed internet connection.	q
2402	22844	0	0	8	8	1	Which is the best Internet Service Provider in Dhanbad?	q
2403	22845	0	0	8	8	1	Which is the best iOS launcher for Android?	q
2404	22846	0	0	8	8	1	Which is the best Java training institute in Hyderabad?	q
2405	22847	0	0	0	1	1	Which is the best job opening website for starter?	q
2406	22848	0	0	0	1	1	Which is the best Kajol movie and why?	q
2407	22849	0	0	0	1	1	Which is the best keywords for website development company?	q
2408	22850	0	0	8	8	1	Which is the best kissing scene from a movie?	q
2409	22851	0	0	0	1	1	Which is the best laptop for programming and writing papers?	q
2410	22852	0	0	0	1	1	Which is the best laptop headphone with mic in India under 1k?	q
2411	22853	0	0	0	1	1	Which is the best LIC policy?	q
2412	22854	0	0	0	1	1	Which is the best LMS for pharma?	q
2413	22855	0	0	0	1	1	Which is the best MBA coaching institute in Delhi?	q
2414	22856	0	0	8	8	1	Which is the best mobile network in Bangalore?	q
2415	22857	0	0	8	8	1	Which is the best movie ever?	q
2416	22858	0	0	8	8	1	Which is the best MPSC Coaching class in Pune?	q
2417	22859	1	0	8	8	1	Which is the best mutual funds to invest in India?	q
2418	22860	1	0	8	8	1	Which is the best newspaper for competitive exams like bank PO?	q
2419	22861	0	0	8	8	1	Which is the best nimcet coaching in Coimbatore?	q
2420	22862	1	0	8	8	1	Which is the best online platform for information about import and export data in Malaysia?	q
2421	22863	0	0	8	8	1	Which is the best online tool to explore the PhD universities and the student life?	q
2422	22864	0	1	8	8	1	Which is the best option for a student who has secured 6.5 to 7 CGPA: to do preparation for GATE or go for campus placements?	q
2423	22865	1	1	8	8	1	Which is the best option to learn functional programming, Haskell or a simpler language?	q
2424	22866	0	0	8	8	1	Which is the best PC game of 2016?	q
2425	22867	0	0	8	8	1	Which is the best phone of 2015?	q
2426	22868	0	0	8	8	1	Which is the best phone under 15000 Rs.?	q
2427	22869	8	0	8	8	1	Which is the best phone under ₹15000?	q
2428	22870	0	0	8	8	1	Which is the best place to do sex?	q
2429	22871	1	1	8	8	1	Which is the best place to live in Himachal (or Uttarakhand)?	q
2430	22872	1	0	8	8	1	Which is the best place to stay in Bangalore for a techie who works in Manyata tech park? Reasons.	q
2431	22873	0	0	0	1	1	Which is the best place to visit in Goa?	q
2432	22874	0	0	8	8	1	Which is the best place to visit in Uttarakhand?	q
2433	22875	0	0	0	0	1	Which is the best place where one can get free certification for IFRS?	q
2434	22876	0	0	8	8	1	Which is the best platform to learn online and get knowledge + certification for Digital Marketing or every course in general?	q
2435	22877	8	0	8	8	1	Which is the best porn video you've ever seen?	q
2436	22878	1	0	8	8	1	Which is the best programming language for beginners?	q
2437	22879	0	0	8	8	1	Which is the best question you've read on Quora?	q
2438	22880	0	0	8	8	1	Which is the best quickbooks auto data recovery support number?	q
2439	22881	0	0	8	8	1	Which is the best QuickBooks error support number?	q
2440	22882	0	0	8	8	1	Which is the best quote or one-liner ever in a Hindi movie and why?	q
2441	22883	0	0	8	8	1	Which is the best resort for honeymoon in kerala?	q
2442	22884	0	0	0	1	1	Which is the best search engine?	q
2443	22885	0	0	0	1	1	Which is the best sex position?	q
2444	22886	0	0	8	8	1	Which is the best skin- bleaching product used in salons and where can I buy them in India?	q
2445	22887	0	0	8	8	1	Which is the best smartphone I can buy under 15000 in july 2016?	q
2446	22888	0	0	8	8	1	Which is the best tempered glass company in India?	q
2447	22889	0	0	8	8	1	Which is the best Teradata online training?	q
2448	22890	1	1	0	1	1	Which is the best time to workout, morning or evening?	q
2449	22891	0	0	8	8	1	Which is the best torrent site for bollywood movies?	q
2450	22892	0	0	0	1	1	Which is the best torrent site for hollywood movies?	q
2451	22893	0	0	8	8	1	Which is the best training institute in Pune for digital marketing and why?	q
2452	22894	0	0	8	8	1	Which is the best university for an MS in computers?	q
2453	22895	0	0	8	8	1	Which is the best way to learn data structures & algorithms from beginner to advanced level?	q
2454	22896	0	0	0	1	1	Which is the best way to learn networking?	q
2455	22897	0	0	0	0	1	Which is the best way to prepare yourself for C.A.?	q
2456	22898	0	0	8	8	1	Which is the best website designing company in delhi ncr?	q
2457	22899	0	0	0	1	1	Which is the best website for downloading Hollywood soundtracks?	q
2458	22900	0	0	8	8	1	Which is the best website for writing blogs?	q
2459	22901	0	0	0	1	1	Which one is the best among Bhopal 5 star hotels?	q
2460	22902	0	1	0	1	1	Which one is the best option to give JEE Mains 2017 offline or online ?	q
2461	22903	1	0	8	8	1	Which online dating site is the best for single people?	q
2462	22904	1	0	8	8	1	Which programming language is the best to learn first?	q
2463	22905	0	0	8	8	1	Which s the best book for IBPS it offcer?	q
2464	22906	0	0	8	8	1	Which the best project name of last year mechanical engineering students?	q
2465	22907	1	0	8	8	1	Which TV series has the best ending?	q
2466	22908	1	0	0	1	1	Which university would be the best for an MS in computer science in the USA?	q
2467	22909	1	0	8	8	1	Which venture capitalists or venture capital firms are making the best use of LinkedIn?	q
2468	22910	0	0	8	8	1	Which will be the best day of your life?	q
2469	22911	1	0	8	8	1	Which would be the best place to settle outside India for an Indian with good education, little money and a open mind?	q
2470	22912	0	0	0	1	1	Who are the best actors in the world as of 2016?	q
2471	22913	0	0	8	8	1	Who are the best digital marketers in India?	q
2472	22914	0	0	8	8	1	Who are the best football player in the world?	q
2473	22915	0	0	8	8	1	Who are the best headhunters?	q
2474	22916	0	0	8	8	1	Who are the best mobile app developers in Germany?	q
2475	22917	0	0	8	8	1	Who are the best rappers of all time?	q
2476	22918	0	0	8	8	1	Who are the best teachers at VMC Anand Vihar?	q
2477	22919	0	0	8	8	1	Who are the best trance singers, other than Arvin?	q
2478	22920	0	0	8	8	1	Who can build the best website for eye clinics?	q
2479	22921	0	0	0	1	1	Who has the Best customer service?	q
2480	22922	0	1	0	1	1	Who is the best actress to play the role of Sati, Anandmayi and best actor to act as Shiva in the cinematization of 'Immortals of Meluha'?	q
2481	22923	0	0	8	8	1	Who is the best boxer ever?	q
2482	22924	0	0	0	1	1	Who is the best Bulk SMS service provider in Bhubaneswar?	q
2483	22925	0	0	8	8	1	Who is the best criminal lawyer in India?	q
2484	22926	1	1	8	8	1	Who is the best dancer: Michael Jackson, Prabhu Deva, Vijay or Hrithik Roshan?	q
2485	22927	0	0	8	8	1	Who is the best digital marketing company in Chandigarh?	q
2486	22928	0	0	8	8	1	Who is the best politician in the world? Why?	q
2487	22929	0	0	8	8	1	Who would be the best news anchor to announce the end of the world?	q
2488	22930	0	0	8	8	1	Why MyAssignmenthelp.com is the best custom dissertation writing services provider in UK?	q
2489	22931	0	0	8	8	1	Which is the best honeymoon destination in Asia, apart from India?	q
2490	22932	0	0	0	0	1	I'm planning to relocate back to India. What's the best and cheapest way I can send my collection of books and journals to India from the US?	q
2491	22933	0	0	0	0	1	What are the best and easiest ways to learn web development and JavaScript quickly?	q
2492	22934	0	0	0	1	1	What are the best and high PR social bookmarking site?	q
2493	22935	1	0	8	8	1	Which is the best and most infamous criminal activity?	q
2494	22936	0	0	8	8	1	What are the best and worst languages to sing in?	q
2495	22937	0	0	0	1	1	Who is the best ever sportsman?	q
2496	22938	1	0	8	8	1	Who are the best surgeons in North America that perform it, and what criteria is the most important to consider when making my choice?	q
2497	22939	1	0	0	1	1	What is the best inspiring story of a cricketer? And who is the most inspiring cricketer?	q
2498	22940	1	0	8	8	1	Which country offers the best MBA course with low expenditure cost?	q
