opinion	question	dataset
1	Which is the best search engine?	q
1	Which is the best sex position?	q
8	Which is the best skin- bleaching product used in salons and where can I buy them in India?	q
8	Which is the best smartphone I can buy under 15000 in july 2016?	q
8	Which is the best tempered glass company in India?	q
8	Which is the best Teradata online training?	q
1	Which is the best time to workout, morning or evening?	q
8	Which is the best torrent site for bollywood movies?	q
1	Which is the best torrent site for hollywood movies?	q
8	Which is the best training institute in Pune for digital marketing and why?	q
8	Which is the best university for an MS in computers?	q
8	Which is the best way to learn data structures & algorithms from beginner to advanced level?	q
1	Which is the best way to learn networking?	q
0	Which is the best way to prepare yourself for C.A.?	q
8	Which is the best website designing company in delhi ncr?	q
1	Which is the best website for downloading Hollywood soundtracks?	q
8	Which is the best website for writing blogs?	q
1	Which one is the best among Bhopal 5 star hotels?	q
1	Which one is the best option to give JEE Mains 2017 offline or online ?	q
8	Which online dating site is the best for single people?	q
8	Which programming language is the best to learn first?	q
8	Which s the best book for IBPS it offcer?	q
8	Which the best project name of last year mechanical engineering students?	q
8	Which TV series has the best ending?	q
1	Which university would be the best for an MS in computer science in the USA?	q
8	Which venture capitalists or venture capital firms are making the best use of LinkedIn?	q
8	Which will be the best day of your life?	q
8	Which would be the best place to settle outside India for an Indian with good education, little money and a open mind?	q
1	Who are the best actors in the world as of 2016?	q
8	Who are the best digital marketers in India?	q
8	Who are the best football player in the world?	q
8	Who are the best headhunters?	q
8	Who are the best mobile app developers in Germany?	q
8	Who are the best rappers of all time?	q
8	Who are the best teachers at VMC Anand Vihar?	q
8	Who are the best trance singers, other than Arvin?	q
8	Who can build the best website for eye clinics?	q
1	Who has the Best customer service?	q
1	Who is the best actress to play the role of Sati, Anandmayi and best actor to act as Shiva in the cinematization of 'Immortals of Meluha'?	q
8	Who is the best boxer ever?	q
1	Who is the best Bulk SMS service provider in Bhubaneswar?	q
8	Who is the best criminal lawyer in India?	q
8	Who is the best dancer: Michael Jackson, Prabhu Deva, Vijay or Hrithik Roshan?	q
8	Who is the best digital marketing company in Chandigarh?	q
8	Who is the best politician in the world? Why?	q
8	Who would be the best news anchor to announce the end of the world?	q
8	Why MyAssignmenthelp.com is the best custom dissertation writing services provider in UK?	q
8	Which is the best honeymoon destination in Asia, apart from India?	q
0	I'm planning to relocate back to India. What's the best and cheapest way I can send my collection of books and journals to India from the US?	q
0	What are the best and easiest ways to learn web development and JavaScript quickly?	q
1	What are the best and high PR social bookmarking site?	q
8	Which is the best and most infamous criminal activity?	q
8	What are the best and worst languages to sing in?	q
1	Who is the best ever sportsman?	q
8	Who are the best surgeons in North America that perform it, and what criteria is the most important to consider when making my choice?	q
1	What is the best inspiring story of a cricketer? And who is the most inspiring cricketer?	q
8	Which country offers the best MBA course with low expenditure cost?	q
8	I know nothing about programming. What is the best way and the best language to start learning how to program?	q
1	As of March 2014 which is the better gaming console on the market, Sony's PS4 or Microsoft's Xbox One?	q
1	I'm confused between the Maruti Swift VXI and the Hyundai Grand I10 Sports. Which is the better of the two?	q
8	What's the better investment: ZoomInfo, Hoovers, LeadzGen, InsideView, Jigsaw, DiscoverOrg or CRUSH Reports and why?	q
8	Which is the better option when planning a trip from Bangalore to Goa? Should we go by car and start driving at night or should we go by train to Goa and reserve a car there?	q
8	Who has the better claim to the throne: Aegon, Jon Snow or Daenerys?	q
8	Who's the better martial artist?  Jackie Chan, Jet Li, or Donnie Yen?	q
8	Which is the better guitar to buy between Yamaha F310 and Cort Ad810?	q
1	What are the biggest challenges of being an entrepreneur?	q
8	What are the biggest changes in Swift 3 from earlier versions?	q
1	What are the biggest culture shocks people face when coming to Lithuania?	q
1	What are the biggest mistakes done by humans?	q
1	What are the biggest mistakes people make when visiting Bangladesh?	q
1	What are the biggest mistakes people make when visiting the Netherlands?	q
8	What are the biggest stories TMZ has broken?	q
1	What do people consider the biggest casting errors in American films?	q
8	What is the biggest mistake you have done in your life?	q
1	What is the biggest skeleton in Donald Trump's closet?	q
1	What is the biggest threat to Apple?	q
8	What is the biggest worry in your life? Why?	q
8	What it the biggest thing you got away with due to fame or status?	q
8	Which is the biggest prime number?	q
8	Which major movies have the biggest plot holes?	q
1	Who are considered the biggest star faculty members at Princeton?	q
1	What are the cheap and best test automation tools that can be used in a startup?	q
0	What are the booking charges for Makemytrip and Irctc? Which is the cheapest way to book a railway ticket online?	q
8	What is the cheapest way to send money to India from the UK?	q
8	What's the cheapest price for a car in the US?	q
8	Where is the cheapest place to buy Dragon Ball Z on Blu-ray?	q
8	Which is the cheapest way to transfer money from India to UK?	q
8	What is the cheapest, painless, easiest way to commit suicide?	q
1	What are the cheapest/free Instagram bots that automatically like hashtags you recommend?	q
8	What is the common scientific opinion about Elon Musk's plan to nuke Mars' poles to accelerate the creation of an atmosphere?	q
0	How do presidential elections work in the US, how do the compare to the presidential elections in Mexico?	q
8	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during the Paraguay War?	q
8	Is Obama the coolest President?	q
8	What is the coolest Harley Davidson iPhone 5 case?	q
8	What is the coolest thing you've done with a Raspberry Pi?	q
8	What was the coolest car you have ever driven?	q
8	What are some of the coolest / most unusual / strangest jobs?	q
8	What is the craziest drink you've ever heard someone order at Starbucks?	q
1	What s the craziest thing you have done in your life?	q
8	What was the craziest thing you ever did in high school?	q
1	What are the craziest/weirdest things you've seen a professor do?	q
1	What's the creepiest experience you've had with a man?	q
8	What would be the cruelest item to drop to a person stranded on an island?	q
8	What is the cutest animals princess you've ever seen?	q
8	Which country's soldier is the deadliest?	q
0	What is the diference between rationalism, realism and idealism?	q
8	Can you describe the difference between 3G, 4G, and LTE in layman terms?	q
0	How can you tell the difference between meth and bath salts?	q
8	How do I tell the difference between real and fake emeralds?	q
0	I have a B.S. in physics and want to be an FBI analyst. What is the difference between an FBI data scientist and an FBI intelligence analyst?	q
1	"Love: What is the difference between ""I love you"" and ""I have love for you""?"	q
8	Mobile Phones: What is the difference between GSM, WCDMA, CDMA and UMTS SIM slots?	q
8	Music theory: what is the difference between a key and a scale?	q
8	What is the difference between adiabatic process and poly-tropic process?	q
0	What are the difference between resin cast and normal transformer?	q
8	What are the difference between spores and gametes?	q
0	What is gross NPA, net NPA & the difference between them in the banking industry?	q
0	What is the difference (if any) between transgender and transexual?	q
0	What is the difference among basic mathematics, applied mathematics and computational mathematics?	q
8	"What is the difference between ""will and will not"" and ""should and should not""?"	q
8	What is the difference between a 2-ohm and 4-ohm speaker?	q
0	What is the difference between a black and blue brindle Pitbull? What makes their coloring different?	q
8	What is the difference between a blue whale and a whale shark?	q
8	What is the difference between a chromosome and chromatid?	q
8	What is the difference between a compressor and a pump?	q
8	What is the difference between a condo and a townhouse?	q
8	What is the difference between a country and a sovereign city-state?	q
0	What is the difference between a degree and a diploma?	q
8	What is the difference between a dimension and a metric?	q
8	What is the difference between a feature film and a commercial film?	q
8	What is the difference between a laptop notebook and an ultrabook tablet?	q
8	What is the difference between a level 0, level 1 and level 2 on Mexico KMZ File?	q
8	What is the difference between a Masters in Computer Science and Information Technology?	q
8	What is the difference between a monologue and a soliloquy?	q
8	What is the difference between a port and a socket?	q
0	What is the difference between a product manager and a segment manager?	q
8	What is the difference between a static and dynamic system?	q
8	What is the difference between a thought, feeling, emotion, mood and attitude?	q
8	What is the difference between a Vmatic and automatic gearbox in a scooter?	q
0	What is the difference between AAVMC and AVMA in terms of veterinary?	q
1	What is the difference between acting in a film and acting in a TV series?	q
0	What is the difference between active immunity and passive immunity? What are its similarities?	q
8	What is the difference between advocate and lawyer?	q
8	What is the difference between aim objectives and goal?	q
8	What is the difference between an array and a hash table in a programming language?	q
1	What is the difference between Angular2 and react?	q
8	What is the difference between atomic mass unit(amu) and mass?	q
8	What is the difference between Australia continent and Oceania?	q
8	What is the difference between being in love and having a crush?	q
8	What is the difference between blocking and muting?	q
0	What is the difference between Chinese culture and Western culture?	q
8	What is the difference between CRR, SLR and Capital Adequacy Ratio (CAR)? Explain by giving examples and illustrate their significance.	q
0	What is the difference between current accounts and financial accounts?	q
8	What is the difference between data analyticis and data mining?	q
8	What is the difference between data science and data analysis?	q
8	What is the difference between DDR, DDR2, DDR3 and DDR4 RAM?	q
8	What is the difference between diesel engine and petrol engine?	q
8	What is the difference between domain and range? Describe a real-life situation that could be modeled by a function.	q
0	What is the difference between doubt and suspicion?	q
8	What is the difference between drying and evaporation?	q
0	What is the difference between equity and debt in mutual funds?	q
0	What is the difference between Form Follows Function and Function Follows Form?	q
8	What is the difference between free and paid antivirus softwares?	q
0	What is the difference between free will and destiny?	q
0	What is the difference between fruit flies and fleas?	q
8	What is the difference between fruits and vegetables?	q
8	What is the difference between full wave rectifier and bridge rectifier?	q
8	What is the difference between HDD and SSD in layman's terms?	q
0	What is the difference between heat capacity and specific heat?	q
8	What is the difference between India and USA?	q
8	What is the difference between industrial psychology and human resource manager?	q
0	What is the difference between Internet and internet?	q
8	What is the difference between isolator and circuit breaker?	q
8	What is the difference between kinetic and static friction?	q
0	What is the difference between leafhopper and grasshopper?	q
8	What is the difference between LED and DLED TV?	q
8	What is the difference between living to work and working to live?	q
8	What is the difference between M.Sc. in project management and M. Eng. project management?	q
8	What is the difference between MAKE IN INDIA and MAKE AMERICA GREAT AGAIN?	q
0	What is the difference between mali and adreno GPU in Android?	q
8	What is the difference between mechanical engineering and engineering physics?	q
8	What is the difference between nationality, ethnicity and race?	q
8	What is the difference between neutrinos and photons?	q
0	What is the difference between nihilism and anarchism?	q
8	What is the difference between open-cast mining and quarrying?	q
8	What is the difference between Opti-Free Replenish and Express?	q
8	What is the difference between ordinary phones and iPhones?	q
8	What is the difference between oscillation and resonance?	q
8	What is the difference between OTG and Microwave Oven?	q
8	What is the difference between Paracetamol and Ibuprofen?	q
1	What is the difference between PayPal, Apple Pay and Google wallet?	q
8	What is the difference between PGDM and EPGP in business school?	q
8	What is the difference between PhoneGap, Cordova, and Ionic?	q
8	What is the difference between police station and police chouki?	q
8	What is the difference between precision and accuracy?	q
8	What is the difference between public and private sector?	q
8	What is the difference between Quora, WhatsApp and Facebook?	q
0	What is the difference between regular and direct plans of mutual funds?	q
8	What is the difference between responsive and adaptive design?	q
8	What is the difference between SAFE and KISS?	q
0	What is the difference between sarcasm and irony?	q
8	"What is the difference between saying ""iran/persia"" and ""persian/iranian""?"	q
8	What is the difference between South Korean girls and Japanese girls?	q
8	What is the difference between stainless steel grade SS304 and SUS304?	q
8	What is the difference between static and dynamic character?	q
8	What is the difference between stock and share?	q
8	What is the difference between subjective and objective probabilities?	q
8	What is the difference between synchronous and asynchronous?	q
8	What is the difference between Systems Engineering and Industrial Engineering?	q
8	What is the difference between T1 and T2 imaging in MRI?	q
8	What is the difference between the current taxation and the new goods and services tax (GST) in India? What is the impact?	q
8	What is the difference between the IMF and the World Bank?	q
8	What is the difference between the stiffness and rigidity of materials?	q
8	What is the difference between the use of Tris-base and Tris-HCL in the preparation of gels for SDS-PAGE other than the volume of NaOH or HCL needed for the pH adjust?	q
0	What is the difference between trade associations and professional organizations?	q
1	What is the difference between travel and tourism?	q
8	What is the difference between Uber x and Uber xl?	q
0	What is the difference between Vedas Upanisads and Puranas?	q
8	What is the difference between web development and web design?	q
1	What is the difference between WeChat and WhatsApp?	q
8	What is the difference between where clause and having clause in SQL?	q
0	What is the difference between zamindari, ryotwari and mahalwari system?	q
8	What is the difference in a country's expansionist and imperialist tendency?	q
0	What's the difference between 1080i and 1080p?	q
8	What's the difference between a 18-55mm and a 55-200mm lens for a Nikon D3300?	q
8	What's the difference between a diphthong and a vowel sound followed by a consonant sound?	q
0	What's the difference between a males anus and a females anus?	q
1	What's the difference between a masters in clinical dentistry versus going for a residency programme?	q
8	What's the difference between a merchant account and Stripe?	q
8	What's the difference between a state senator and an U.S. senator?	q
8	What's the difference between a venture capitalist and an entrepreneur?	q
8	What's the difference between an incubator and investor?	q
0	What's the difference between climate change and global warming?	q
0	What's the difference between cognitive science, nueroscience and psychology?	q
1	What's the difference between cooking with red wine and white wine?	q
8	What's the difference between cyber security and information security?	q
8	What's the difference between electric field and magnetic field?	q
1	What's the difference between fimo clay and polymer clay?	q
0	What's the difference between INFJ and INFP?	q
8	What's the difference between intramembranous and endochondral ossification?	q
0	What's the difference between IT and COE at NSIT and DTU?	q
8	What's the difference between LTE 1800MHz and 900MHz?	q
1	What's the difference between Mac OS, Windows, and Linux?	q
8	What's the difference between mechanical engineering and materials engineering?	q
0	What's the difference between NPD (narcissistic personality disorder) and MNPD (malignant narcissistic personality disorder)?	q
1	What's the difference between pure foam and memory foam mattresses?	q
8	What's the difference between social psychology and clinical psychology?	q
8	What’s the difference between Analytical and Numerical Solutions?	q
8	What is the difference between a Prophet and a Messenger?	q
0	What are the Tuples and Lists in Python? What is the difference between them? Are they same as arrays in Java or C?	q
8	What is the difference between sleep and meditation? Which is better?	q
8	What is the difference between Mumbai Metro and Mumbai Monorail? Are they same or different?	q
8	Data Analytics vs Business Analytics vs Data Science. The difference and which one should I go for?	q
1	What are the differences between a PC and a Mac?	q
8	What are the differences between a state and a commonwealth in the United States?	q
8	What are the differences between AM and FM radio frequencies?	q
8	What are the differences between biotic and abiotic components?	q
8	What are the differences between Chinese culture and western culture?	q
0	What are the differences between customs and traditions?	q
8	What are the differences between English and Turkish graphotactics/graphemics?	q
8	What are the differences between faith, belief, hope and trust?	q
8	What are the differences between Java serialization and Hadoop serialization?	q
0	What are the differences between larceny and robbery?	q
0	What are the differences between quantum mechanics and relativity?	q
8	What are the differences between Roku stick and Roku 3?	q
0	What are the differences between Spanish which is spoken in Spain (by Spaniard) and Spanish which is spoken in Latin America?	q
0	What are the differences between the novel Anna Karenina and the 2012 movie adaptation?	q
8	What are the differences between through and thru?	q
0	What are the differences and similarities between baking powder and baking soda?	q
8	What are the differences and similarities between neoliberalism and neoconservatism?	q
8	If I had a car with 15 inch rims and changed them to 17 inch would I save fuel by having a larger rim, how does the different rim sizes affect fuel economy?	q
8	What are the different between Chinese and western diet culture?	q
0	What are the different classes of cars and what do they exactly mean?	q
8	What are the different kinds of phobia that people have?	q
0	What are the different types of friction?	q
0	What is the different between offshore and onshore?	q
0	What's the different between diesel and petrol injector?	q
8	What's the different between heart, soul and mind?	q
8	What are the downsides of attending École Normale Supérieure?	q
8	What is the dumbest thing you have done?	q
8	What are the easiest things to do while being abroad to make money?	q
8	What is the easiest way to earn money from online?	q
8	What is the easiest way to get a green card in the US?	q
0	What is the easiest way to get rid of black elbows?	q
8	What is the easiest way to get United Global Services status?	q
0	What is the easiest way to grow psylocibin mushrooms? Can you grow them with dried shrooms?	q
8	What is the easiest way to hack Facebook and WhatsApp?	q
8	What is the easiest way to ship a washing machine across India?	q
8	What is the easiest way to start a startup?	q
8	What is the easiest way to travel without much money?	q
8	What's the easiest way to ingest powdered supplements?	q
0	What's the easiest way to kill yourself without pain?	q
0	What's the easiest way to make money online?	q
8	What’s the easiest most painless way to die?	q
0	What is the easy way to make money online?	q
8	What is the essential difference between English and Chinese (language)?	q
1	Which are the famous tourist places in Chhattisgarh?	q
8	What is the fastest production car in 2016?	q
0	What is the fastest way to create a Yahoo account?	q
8	What is the fastest way to earn bitcoin?	q
8	What is the fastest way to lose 30 pounds in 1 month?	q
8	What is the fastest way to lose fat and keep it off?	q
8	What's the fastest way to improve my terrible handwriting?	q
8	Who are the fastest internet millionaires?	q
0	Was Google the first search engine to use inbound links in its algorithm (ie, PageRank)?	q
8	What was the first question asked on Quora?	q
0	Which country was the first to leave the Soviet Union before it collapsed in 1991 and what countries followed?	q
0	Who was the first king of China?	q
8	Who was the first person to prove the Earth was round?	q
1	What are some of the funniest movies?	q
1	What are some of the funniest Narendra Modi memes?	q
1	What are the funniest stories your family and friends tell about you?	q
8	What is the funniest joke you have ever read heard or listened?	q
8	What is the funniest movie to watch?	q
8	What's the funniest football related photo you've ever seen?	q
8	What's the funniest thing that you have ever done to someone?	q
8	What’s the funniest thing that’s ever happened to you?	q
1	What are some of the good universities to study cosmology or astrophysics?	q
8	What are the good career option after b.tech in electrical engineering from an NIT?	q
8	What are the good options for mobile phones under 15000?	q
1	What are the good programing sites for beginers?	q
8	Which is the Good hotel in Dothan Alabama with great hospitality?	q
0	Who are the good politicians from India?	q
8	Who is the greater French classical tragedian: Racine or Corneille?	q
8	Who is the greatest multiple sport athlete of all time?	q
1	Is Joaquin Phoenix the greatest actor of this generation?	q
1	Psychology of Everyday Life: What are some of the greatest examples of presence of mind?	q
1	What are the greatest cultural contributions of America?	q
8	What have been the greatest achievements of humanity?	q
8	What is the greatest lie you've ever told to your parents?	q
1	Who can be considered as the greatest scientist of all the time? Why?	q
1	Who is/was the greatest American President that never was?	q
8	Who was the greatest supporter of the Catholics?	q
0	Why are New York, London and Paris seen as the greatest cities?	q
1	What is the hardest barrier to overcome in life?	q
8	What is the hardest language for a baby to master?	q
8	What is the hardest sport in the world of gymnastics and why is it the hardest?	q
0	What is the hardest thing to get in our lives?	q
8	What is the hardest thing(s) about raising children in Canada?	q
8	What's the hardest instrument to play?	q
1	What are the healthier alternatives to tampons and sanitary pads?	q
8	What are the healthy ways of gaining weight and muscles?	q
8	Which answers on Quora have the highest upvote to view ratio?	q
8	Which is the highest peak of India; K2 or Kachenjungha?	q
8	Which YouTube video has the highest like/dislike ratio?	q
0	Where are (country) the people with the highest IQ?	q
1	"Compensation: Which is the highest paying ""work from home"" job?"	q
8	Why is Kuwaiti Dinar the highest-valued currency in the world?	q
8	Who is the hottest actress in the Bollywood?	q
1	What is the kindest thing you have ever done for a stranger?	q
8	What's the kindest thing a stranger has done for you?	q
0	What is the kinkiest thing you've done?	q
8	Where can I find the largest range of wedding dresses, formal dresses and evening wear on the Gold Coast?	q
8	Which is the largest airport in the world?	q
8	Which is the largest black hole found to date?	q
0	Which is the largest church in the world and where is it situated?	q
0	What are the latest SEO off page activities?	q
1	What are the latest topics of research in petroleum engineering?	q
8	What is the latest fad among the youth of Colombia?	q
8	What is the latest trend of ethnic dress for men?	q
8	Where do I get the latest 1Z0-508 materials?	q
1	What are the least popular Olympic sports? Why are they unpopular?	q
8	What is the least painful way for suicide?	q
8	Which country in the world has the least negative view on Muslims and Islam excluding Muslim countries?	q
1	What are some of the less known facts about Flipkart?	q
8	What is the longest battle of the Clone Wars?	q
0	What is the longest you've gone without eating? Why?	q
8	Which country has the longest period of wealth (top 10) in human history? Why?	q
1	What are the main industries available in Chhattisgarh?	q
1	What are the main reasons why students from the University of Nebraska at Omaha don't graduate on time?	q
0	What is the main difference between veins and arteries?	q
0	What are the main differences between a bachelor's and a graduate degree in dentistry in terms of career prospects?	q
0	What are the main differences between a French Bulldog and a English Bulldog?	q
0	What are the main differences between a function, a method, a procedure and a subroutine?	q
0	What are the main similarities and differences between Judaism, Christianity and Islam?	q
8	What is the major difference between a CD and a DVD?	q
8	What is the more probable reason one group is more at risk for disease than another? Genes? Geography? Skin colour? Culture? Environmental influence?	q
1	Flying: What are the most interesting things that have happened on an airplane?	q
1	Gillian Anderson: Out of all your roles which one relates you the most and why?	q
8	How can I manage my time in the most efficient way?	q
8	How do you get the most thrill out of a scary movie?	q
0	How much money per hour do Uber drivers make in Des Moines? What's the most a person can reasonably make per month?	q
8	How much money per hour do Uber drivers make in Toledo, OH? What's the most a person can reasonably make per month?	q
1	Is Mississippi or Alabama the most racist state in the US?	q
8	Is USA the most powerful country of the world?	q
1	Music of Tamil Nadu: What is the most inspiring line in a Tamil song?	q
1	What are some of the most awesome pictures of Actress without Makeup?	q
1	What are some of the most beautiful natural phenomena?	q
1	What are some of the most disturbing movies?	q
1	What are some of the most famous unsolved mysteries?	q
0	What are some of the most followed Tumblr blogs and how many followers do they have?	q
8	"What are some of the most interesting facts of ""Internet""  about India?"	q
1	What are some of the most interesting portmanteaus you have heard?	q
1	What are some of the most recommended places to visit in Iceland?	q
8	What are some of the most stupid questions asked on Quora?	q
1	What are some of the most surreal places in Germany?	q
0	What are the books that have influenced you the most?	q
1	What are the most advanced car gadgets that people don't know about yet?	q
1	What are the most amazing movies you have seen, but not so popular? (any language)	q
1	What are the most annoying types of questions on Quora?	q
8	What are the most beautiful words in the Arabic language?	q
8	What are the most common mistakes that new sellers on Ebay make?	q
8	What are the most common words that are spelled differently in British English and American English?	q
0	What are the most effective ways to whiten stained, yellowed teeth without spending a fortune at the dentist?	q
1	What are the most embarrassing moments you have had in your office?	q
8	What are the most exciting places to see in Italy as a tourist? Why?	q
0	What are the most famous caves in the Chhattisgarh?	q
0	What are the most famous novels?	q
1	What are the most fun parts about being rich and successful?	q
1	What are the most iconic images?	q
1	What are the most important lessons travel has taught you?	q
1	What are the most important things tourist should know before visiting a country?	q
1	What are the most interesting and amazing facts you know?	q
8	What are the most interesting but little known historical events?	q
8	What are the most interesting facts about Antarctica?	q
1	What are the most interesting facts about Earth?	q
1	What are the most interesting facts about Hinduism?	q
8	What are the most interesting products and innovations that Associated Bank is coming out with in 2016?	q
8	What are the most interesting products and innovations that M&T Bank is coming out with in 2016?	q
8	What are the most interesting products and innovations that Resource America is coming out with in 2016?	q
8	What are the most interesting products and innovations that Spark Therapeutics is coming out with in 2016?	q
1	What are the most interesting Python books?	q
1	What are the most interesting questions asked in any interview?	q
8	What are the most interesting startups of 2014?	q
8	What are the most interview questions for musicians?	q
0	What are the most popular goods exported from India to Dubai?	q
0	What are the most popular landforms in Peru?	q
8	What are the most popular rides at Disneyland?	q
1	What are the most popular strategies used in high-frequency trading?	q
8	What are the most sensitive parts on a woman?	q
1	What are the most sorrowful pictures you have ever seen?	q
0	What are the most successful FinTech startups?	q
8	What are the most surreal places to visit?	q
1	What are the most unhealthy foods that people eat frequently?	q
1	What are the most unrealistic parts of It (2017 movie)?	q
8	What are the most unusual and innovative punishments that you have heard/experienced in school?	q
0	What are the most upvoted answers on Quora?	q
1	What are the most useful skills for entrepreneurs that can be learned online?	q
1	What are the most useless apps?	q
8	What are the most weird email IDs you have ever come across?	q
0	What are the most-used command lines in command prompts for ethical hacking?	q
8	What are the some of the most interesting secret Santa gift exchange ideas?	q
1	What are you scared of the most?	q
1	What brand makes the most durable/heavyduty tshirt?	q
1	What brand of dry cat food is the most popular with picky eaters?	q
1	What computer language is the most useful?	q
1	What concerns teachers the most about going on school field trips?	q
1	What health/fitness trackers (or software) could provode the most useful insights?	q
1	What is the most badass thing about Plato?	q
1	What is the most badass thing you have ever done to someone which they do not know about?	q
8	What is the most beautiful name you have ever seen?	q
8	What is the most beautiful thing you've seen?	q
8	What is the most believable paranormal experience you have had or heard of?	q
0	What is the most bittersweet moment you've experienced in you life?	q
8	What is the most disturbing dream you've ever had?	q
0	What is the most easy and trusted way to earn money online?	q
8	What is the most effective way to suicide?	q
8	What is the most efficient electrical generator?	q
0	What is the most embarassing moment in front of your cousin?	q
8	What is the most embarrassing moment of your childhood?	q
8	What is the most frustrating thing about your job or business? In other words, what keeps you up at night?	q
1	What is the most important human skill in today's world?	q
8	What is the most important life lesson you’ve learned so far?	q
8	What is the most important thing in the college?	q
1	What is the most inspiring story about IAS interviews?	q
8	What is the most interesting question asked on Quora?	q
1	What is the most interesting sex stories?	q
8	What is the most likely way scientist will find extraterrestial life?	q
8	What is the most painful thing after breakup?	q
8	What is the most painless way to do a suicide?	q
8	What is the most polite way of saying 'No'?	q
1	What is the most popular genre and topic on Wattpad?	q
8	What is the most popular mobile game in America?	q
8	What is the most practical application of math in daily live?	q
0	What is the most precious memory of your school days?	q
1	What is the most profitable company in the world?	q
8	What is the most secured messenger app?	q
8	What is the most surprising moment of your life?	q
8	What is the most sustainable way to dispose of tupperware products?	q
8	What is the most undeniable proof of alien existence?	q
8	What is the most under-rated pleasure?	q
8	What is the most useless feature you have seen on a car?	q
8	What is the most valuable question to ask on Quora?	q
8	What is the most viewed and most up voted answer on Quora?	q
8	What job requires the most patience?	q
8	What matters to you the most and why?	q
0	What phrases does Donald Trump repeat the most?	q
8	What was the most even match Conor McGregor has ever fought?	q
8	What were the most important events happened in India in 2016?	q
1	What would be the most suitable job(s) for a remorseless high-functioning sociopath?	q
8	What's the most embarrassing thing that's happened to you in front of your crush?	q
8	What's the most important lesson you've learned in life?	q
1	What's the most popular app at your university?	q
1	What's the most secretive place on earth?	q
1	What's the most shocking thing you've ever caught a family member doing?	q
8	What’s the most effective way to study for maths in high school?	q
8	What’s the most morally disgusting thing you’ve ever seen someone do?	q
8	Which actress looks the most beautiful without makeup?	q
1	Which Android game people like the most?	q
8	Which Bollywood movie you like the most in 2016?	q
8	Which comment do girls like the most?	q
8	Which DTH offers the most HD channels?	q
8	Which is currently the most affordable city in South Korea (in terms of rent)?	q
8	Which is the most affordable hosting provider for Drupal?	q
8	Which is the most developed city in India?	q
8	Which is the most famous Private Function DJ in Sydney?	q
8	Which is the most logical movie in the world?	q
8	Which is the most used programming language?	q
1	Which movie shows female vagina the most in the picture?	q
0	Which one is the most popular music player app?	q
8	Which search query returns the most number of search results on Google?	q
8	Which state in India has the most beautiful people (men and women)?	q
8	Who are the most funny European comedians of all time?	q
8	Who are the most hated professors at IIT Delhi?	q
8	Who are the most influential people in the history of software engineering?	q
1	Who are the most inspiring people?	q
8	Who are the most interesting players on Germany's 2014 World Cup team?	q
1	Who is currently the most famous person alive? Who is in the top 10?	q
8	Who is the most badass professor at IIT Delhi?	q
8	Who is the most beautiful actress in Europe?	q
8	Who is the most famous beatboxer in the world?	q
8	Who is the most famous Hacker on Quora?	q
8	Who is the most famous human being ever?	q
0	Who is the most followed person on earth?	q
1	Who is the most handsome man on Game of Thrones?	q
8	Who is the most hated comedian among comedians?	q
8	Who is the most interesting person actively using Quora?	q
8	Who is the most overrated actress in Bollywood today?	q
8	Who is the most popular writer on Quora?	q
1	Who is the most powerful person of the world?	q
8	Who is the most richest professional gambler of all time?	q
8	Who is the most successful person of all time?	q
8	Who is the most underrated sportsman of all times?	q
1	Who is/was the most underrated actor/actress in Bollywood?	q
8	Who's the most known person in the world?	q
0	Why are the most successful people from IITs and other top universities of the world?	q
0	What are the most common traffic convictions in Arkansas, and how does the severity of the convictions differ in Colorado?	q
8	What is the oldest language in Europe?	q
8	What is the oldest language in India?	q
8	Which is the oldest language in the world and in India?	q
8	Which is the oldest republic in the world?	q
1	Will DRDO's excaliber rifle be the one of best rifles of the world?	q
1	What are the personality differences between the book versions and show versions of the following characters: Daenerys, Arya, Tyrion, Jon, or Catelyn?	q
8	Which is the poorest country in Asia?	q
8	Who is the popular politicians in Chhattisgarh?	q
8	What is the primary difference between a master's degree in data analytics and one in applied statistics?	q
8	I want to design and build my own home in India. what are the pros and cons compared to buying a pre-built house?	q
8	What are the pros and cons for trusted storage vs certificate licensing?	q
0	What are the pros and cons in the various sectors of the Indian economy by banning Indian Rupees of 500 and 1000 notes? What lead to this short notice by PM Narendra Modi?	q
1	What are the pros and cons of a skateboard vs a bike?	q
1	What are the pros and cons of ad vs transaction revenue models?	q
0	What are the pros and cons of becoming an angel investor?	q
1	What are the pros and cons of converting from Ubuntu to Linux mint?	q
0	What are the pros and cons of having a best friend of the opposite sex?	q
8	What are the pros and cons of listing one's company on a stock exchange?	q
8	What are the pros and cons of Magic Jack?	q
8	What are the pros and cons of socialism and communism?	q
0	What are the pros and cons of studying architecture?	q
8	What are the pros and cons of studying in the polytechnics versus junior colleges in Singapore?	q
1	What are the pros and cons of using several deep neural networks at once?	q
1	What are the pros and cons to removing a Hemmorragic kidney cyst?	q
8	What is the quickest and easiest way to forget someone?	q
8	What's the quickest and most painless way to commit suicide?	q
8	What photograph can be considered the rarest in the world?	q
8	Who are the richest people in the world?	q
8	Who is the richest Telugu man?	q
8	When is the the right time to have sex?	q
8	What is the rudest thing that a customer told you while you were serving them?	q
1	What's the saddest book you've read or heard of?	q
1	What are the safest cities in India for a woman to be travelling alone?	q
8	Are heat and temperature the same?	q
